Order_ID,Order_Date,Month,Month_Num,City,Customer_Segment,Cuisine_Type,Order_Value,Discount_Pct,Discount_Amount,Revenue,Delivery_Cost,Ops_Cost,Total_Cost,Profit,Profit_Margin_Pct,Delivery_Time_Mins,Customer_Rating,Is_Repeat_Customer,Has_Online_Delivery,Restaurant_Type
ORD12643,2023-09-18,September,9,Delhi,Budget,Pizza,177.0,26.1,46.0,131.0,78.0,32.0,156.0,21.0,16.0,33.0,4.0,0,Yes,Pizza
ORD12644,2023-09-02,September,9,Kolkata,Premium,Chinese,772.0,33.3,257.0,515.0,44.0,139.0,440.0,332.0,64.5,46.0,3.5,1,Yes,Chinese
ORD12645,2023-07-19,July,7,Pune,Regular,Continental,341.0,19.9,68.0,273.0,102.0,61.0,231.0,110.0,40.3,38.0,2.9,1,Yes,Continental
ORD12646,2023-02-08,February,2,Kolkata,Regular,Fast Food,366.0,12.7,47.0,319.0,32.0,66.0,145.0,221.0,69.3,51.0,3.7,1,Yes,Fast Food
ORD12647,2023-01-25,January,1,Pune,Premium,North Indian,860.0,24.2,208.0,652.0,54.0,155.0,417.0,443.0,67.9,40.0,3.6,1,Yes,North Indian
ORD12648,2023-05-31,May,5,Mumbai,Regular,South Indian,442.0,25.4,112.0,330.0,91.0,80.0,283.0,159.0,48.2,48.0,3.8,1,Yes,South Indian
ORD12649,2023-04-01,April,4,Hyderabad,Budget,Continental,280.0,27.4,77.0,203.0,70.0,50.0,197.0,83.0,40.9,46.0,3.8,0,Yes,Continental
ORD12650,2023-11-18,November,11,Kolkata,Premium,Continental,978.0,27.2,266.0,712.0,41.0,176.0,483.0,495.0,69.5,34.0,3.3,0,Yes,Continental
ORD12651,2023-09-11,September,9,Delhi,Budget,North Indian,261.0,28.6,75.0,186.0,44.0,47.0,166.0,95.0,51.1,49.0,3.5,0,Yes,North Indian
ORD12652,2023-03-13,March,3,Delhi,Budget,Desserts,318.0,23.9,76.0,242.0,62.0,57.0,195.0,123.0,50.8,42.0,4.1,0,Yes,Desserts
ORD12653,2023-06-26,June,6,Delhi,Budget,Chinese,333.0,17.8,59.0,274.0,62.0,60.0,181.0,152.0,55.5,46.0,3.8,0,Yes,Chinese
ORD12654,2023-07-16,July,7,Hyderabad,Regular,Desserts,487.0,32.8,160.0,327.0,53.0,88.0,301.0,186.0,56.9,56.0,2.7,0,Yes,Desserts
ORD12655,2023-05-15,May,5,Bangalore,Premium,South Indian,737.0,16.3,120.0,617.0,76.0,133.0,329.0,408.0,66.1,48.0,4.1,0,Yes,South Indian
ORD12656,2023-04-12,April,4,Hyderabad,Budget,Fast Food,322.0,17.5,56.0,266.0,53.0,58.0,167.0,155.0,58.3,56.0,3.2,1,Yes,Fast Food
ORD12657,2023-07-03,July,7,Ahmedabad,Premium,Biryani,940.0,29.7,279.0,661.0,75.0,169.0,523.0,417.0,63.1,54.0,3.6,1,Yes,Biryani
ORD12658,2023-08-28,August,8,Delhi,Premium,South Indian,750.0,28.7,215.0,535.0,49.0,135.0,399.0,351.0,65.6,47.0,3.2,1,Yes,South Indian
ORD12659,2023-12-14,December,12,Mumbai,Premium,Chinese,681.0,28.0,191.0,490.0,60.0,123.0,374.0,307.0,62.7,40.0,3.7,1,Yes,Chinese
ORD12660,2023-05-02,May,5,Mumbai,Budget,Continental,266.0,28.4,75.0,191.0,69.0,48.0,192.0,74.0,38.7,55.0,3.4,0,Yes,Continental
ORD12661,2023-07-12,July,7,Delhi,Regular,Biryani,371.0,20.8,77.0,294.0,75.0,67.0,219.0,152.0,51.7,64.0,3.5,1,Yes,Biryani
ORD12662,2023-06-07,June,6,Mumbai,Regular,Pizza,414.0,21.5,89.0,325.0,55.0,75.0,219.0,195.0,60.0,42.0,3.8,1,Yes,Pizza
ORD12663,2023-01-25,January,1,Jaipur,Premium,Biryani,742.0,12.1,90.0,652.0,30.0,134.0,254.0,488.0,74.8,33.0,4.4,1,Yes,Biryani
ORD12664,2023-08-09,August,8,Bangalore,Premium,South Indian,1015.0,24.6,250.0,765.0,56.0,183.0,489.0,526.0,68.8,50.0,3.1,0,Yes,South Indian
ORD12665,2023-02-22,February,2,Delhi,Budget,Pizza,334.0,17.5,58.0,276.0,76.0,60.0,194.0,140.0,50.7,53.0,2.8,0,Yes,Pizza
ORD12666,2023-12-08,December,12,Ahmedabad,Premium,Desserts,902.0,34.2,308.0,594.0,48.0,162.0,518.0,384.0,64.6,51.0,3.9,0,Yes,Desserts
ORD12667,2023-09-09,September,9,Mumbai,Premium,South Indian,810.0,35.4,287.0,523.0,69.0,146.0,502.0,308.0,58.9,52.0,3.5,1,Yes,South Indian
ORD12668,2023-05-14,May,5,Chennai,Budget,Fast Food,198.0,23.8,47.0,151.0,40.0,36.0,123.0,75.0,49.7,28.0,3.7,0,Yes,Fast Food
ORD12669,2023-12-18,December,12,Mumbai,Regular,Desserts,560.0,35.6,199.0,361.0,81.0,101.0,381.0,179.0,49.6,39.0,4.1,1,Yes,Desserts
ORD12670,2023-02-28,February,2,Bangalore,Premium,Fast Food,675.0,24.2,163.0,512.0,70.0,122.0,355.0,320.0,62.5,42.0,4.0,1,Yes,Fast Food
ORD12671,2023-06-23,June,6,Hyderabad,Budget,North Indian,155.0,20.9,32.0,123.0,44.0,28.0,104.0,51.0,41.5,26.0,3.8,0,Yes,North Indian
ORD12672,2023-07-26,July,7,Jaipur,Budget,Continental,323.0,29.2,94.0,229.0,37.0,58.0,189.0,134.0,58.5,37.0,4.1,0,Yes,Continental
ORD12673,2023-09-12,September,9,Bangalore,Regular,Continental,557.0,25.5,142.0,415.0,68.0,100.0,310.0,247.0,59.5,51.0,3.1,1,Yes,Continental
ORD12674,2023-07-06,July,7,Chennai,Budget,North Indian,333.0,30.5,101.0,232.0,86.0,60.0,247.0,86.0,37.1,48.0,2.8,0,Yes,North Indian
ORD12675,2023-04-03,April,4,Mumbai,Regular,Chinese,394.0,17.9,70.0,324.0,87.0,71.0,228.0,166.0,51.2,40.0,4.2,1,Yes,Chinese
ORD12676,2023-12-14,December,12,Hyderabad,Budget,Continental,285.0,39.6,113.0,172.0,46.0,51.0,210.0,75.0,43.6,43.0,3.3,0,Yes,Continental
ORD12677,2023-02-23,February,2,Chennai,Regular,Desserts,432.0,21.8,94.0,338.0,46.0,78.0,218.0,214.0,63.3,54.0,4.4,1,Yes,Desserts
ORD12678,2023-02-07,February,2,Mumbai,Budget,Chinese,164.0,26.2,43.0,121.0,49.0,30.0,122.0,42.0,34.7,42.0,3.1,1,Yes,Chinese
ORD12679,2023-10-13,October,10,Bangalore,Premium,North Indian,807.0,32.4,261.0,546.0,80.0,145.0,486.0,321.0,58.8,59.0,3.5,0,Yes,North Indian
ORD12680,2023-10-07,October,10,Delhi,Regular,Pizza,431.0,36.5,157.0,274.0,42.0,78.0,277.0,154.0,56.2,44.0,3.7,0,Yes,Pizza
ORD12681,2023-01-18,January,1,Mumbai,Premium,Biryani,896.0,24.3,217.0,679.0,67.0,161.0,445.0,451.0,66.4,40.0,3.1,0,Yes,Biryani
ORD12682,2023-11-03,November,11,Delhi,Premium,Continental,456.0,35.8,163.0,293.0,55.0,82.0,300.0,156.0,53.2,28.0,4.0,1,Yes,Continental
ORD12683,2023-11-07,November,11,Jaipur,Regular,Pizza,398.0,30.1,120.0,278.0,37.0,72.0,229.0,169.0,60.8,32.0,2.6,0,Yes,Pizza
ORD12684,2023-05-26,May,5,Bangalore,Regular,South Indian,601.0,21.2,127.0,474.0,54.0,108.0,289.0,312.0,65.8,40.0,3.1,0,Yes,South Indian
ORD12685,2023-12-22,December,12,Bangalore,Premium,North Indian,946.0,36.3,344.0,602.0,71.0,170.0,585.0,361.0,60.0,35.0,3.6,1,Yes,North Indian
ORD12686,2023-08-18,August,8,Ahmedabad,Budget,Continental,351.0,26.4,93.0,258.0,47.0,63.0,203.0,148.0,57.4,40.0,3.3,1,Yes,Continental
ORD12687,2023-11-12,November,11,Chennai,Regular,North Indian,261.0,31.8,83.0,178.0,52.0,47.0,182.0,79.0,44.4,46.0,4.1,1,Yes,North Indian
ORD12688,2023-09-11,September,9,Mumbai,Regular,Desserts,225.0,31.2,70.0,155.0,61.0,40.0,171.0,54.0,34.8,39.0,3.7,0,Yes,Desserts
ORD12689,2023-09-16,September,9,Bangalore,Premium,Continental,778.0,29.5,229.0,549.0,67.0,140.0,436.0,342.0,62.3,48.0,3.2,0,Yes,Continental
ORD12690,2023-09-10,September,9,Kolkata,Budget,Fast Food,306.0,36.9,113.0,193.0,58.0,55.0,226.0,80.0,41.5,39.0,4.4,1,Yes,Fast Food
ORD12691,2023-07-24,July,7,Pune,Budget,North Indian,343.0,28.7,98.0,245.0,74.0,62.0,234.0,109.0,44.5,15.0,4.7,0,Yes,North Indian
ORD12692,2023-01-16,January,1,Chennai,Budget,Pizza,298.0,20.0,59.0,239.0,84.0,54.0,197.0,101.0,42.3,55.0,4.1,0,Yes,Pizza
ORD12693,2023-12-18,December,12,Chennai,Budget,Biryani,303.0,33.3,101.0,202.0,74.0,55.0,230.0,73.0,36.1,62.0,3.5,1,Yes,Biryani
ORD12694,2023-06-25,June,6,Hyderabad,Budget,Chinese,156.0,30.3,47.0,109.0,52.0,28.0,127.0,29.0,26.6,47.0,3.6,0,Yes,Chinese
ORD12695,2023-10-31,October,10,Mumbai,Regular,Desserts,325.0,29.4,96.0,229.0,54.0,58.0,208.0,117.0,51.1,37.0,4.1,1,Yes,Desserts
ORD12696,2023-11-23,November,11,Chennai,Regular,Chinese,608.0,28.7,174.0,434.0,68.0,109.0,351.0,257.0,59.2,53.0,3.5,0,Yes,Chinese
ORD12697,2023-07-20,July,7,Hyderabad,Regular,Pizza,276.0,31.5,87.0,189.0,50.0,50.0,187.0,89.0,47.1,40.0,3.5,1,Yes,Pizza
ORD12698,2023-06-24,June,6,Jaipur,Regular,South Indian,455.0,23.6,107.0,348.0,52.0,82.0,241.0,214.0,61.5,50.0,3.5,1,Yes,South Indian
ORD12699,2023-09-30,September,9,Hyderabad,Premium,Chinese,514.0,33.4,172.0,342.0,50.0,93.0,315.0,199.0,58.2,43.0,4.2,0,Yes,Chinese
ORD12700,2023-07-19,July,7,Ahmedabad,Budget,Biryani,216.0,21.5,46.0,170.0,56.0,39.0,141.0,75.0,44.1,45.0,3.7,0,Yes,Biryani
ORD12701,2023-06-25,June,6,Delhi,Regular,Fast Food,543.0,25.4,138.0,405.0,62.0,98.0,298.0,245.0,60.5,38.0,3.8,0,Yes,Fast Food
ORD12702,2023-10-14,October,10,Delhi,Budget,South Indian,212.0,34.2,72.0,140.0,80.0,38.0,190.0,22.0,15.7,37.0,3.9,0,Yes,South Indian
ORD12703,2023-07-17,July,7,Mumbai,Regular,Pizza,440.0,33.2,146.0,294.0,81.0,79.0,306.0,134.0,45.6,40.0,3.6,0,Yes,Pizza
ORD12704,2023-12-15,December,12,Mumbai,Budget,Desserts,256.0,30.8,79.0,177.0,81.0,46.0,206.0,50.0,28.2,44.0,4.3,0,Yes,Desserts
ORD12705,2023-12-12,December,12,Mumbai,Budget,South Indian,191.0,39.9,76.0,115.0,77.0,34.0,187.0,4.0,3.5,29.0,4.0,0,Yes,South Indian
ORD12706,2023-11-03,November,11,Mumbai,Premium,Desserts,633.0,32.3,204.0,429.0,74.0,114.0,392.0,241.0,56.2,41.0,3.8,1,Yes,Desserts
ORD12707,2023-05-18,May,5,Bangalore,Regular,Fast Food,395.0,27.9,110.0,285.0,60.0,71.0,241.0,154.0,54.0,58.0,3.6,1,Yes,Fast Food
ORD12708,2023-06-16,June,6,Delhi,Budget,South Indian,216.0,21.9,47.0,169.0,68.0,39.0,154.0,62.0,36.7,60.0,3.3,1,Yes,South Indian
ORD12709,2023-03-30,March,3,Chennai,Budget,Fast Food,209.0,18.5,39.0,170.0,44.0,38.0,121.0,88.0,51.8,37.0,3.5,0,Yes,Fast Food
ORD12710,2023-05-02,May,5,Chennai,Regular,South Indian,322.0,28.0,90.0,232.0,37.0,58.0,185.0,137.0,59.1,34.0,4.1,1,Yes,South Indian
ORD12711,2023-03-18,March,3,Delhi,Budget,Pizza,227.0,23.5,53.0,174.0,69.0,41.0,163.0,64.0,36.8,57.0,4.0,0,Yes,Pizza
ORD12712,2023-01-19,January,1,Mumbai,Premium,South Indian,758.0,21.6,164.0,594.0,69.0,136.0,369.0,389.0,65.5,36.0,4.1,1,Yes,South Indian
ORD12713,2023-12-23,December,12,Delhi,Regular,South Indian,430.0,35.4,152.0,278.0,66.0,77.0,295.0,135.0,48.6,36.0,3.5,0,Yes,South Indian
ORD12714,2023-09-02,September,9,Mumbai,Regular,Chinese,482.0,22.1,107.0,375.0,58.0,87.0,252.0,230.0,61.3,54.0,3.3,1,Yes,Chinese
ORD12715,2023-07-25,July,7,Delhi,Regular,Biryani,435.0,21.4,93.0,342.0,52.0,78.0,223.0,212.0,62.0,44.0,3.5,1,Yes,Biryani
ORD12716,2023-08-02,August,8,Delhi,Premium,Continental,792.0,21.4,169.0,623.0,94.0,143.0,406.0,386.0,62.0,46.0,3.3,1,Yes,Continental
ORD12717,2023-10-03,October,10,Chennai,Regular,Desserts,379.0,30.1,114.0,265.0,63.0,68.0,245.0,134.0,50.6,55.0,3.6,1,Yes,Desserts
ORD12718,2023-09-19,September,9,Mumbai,Regular,Biryani,519.0,27.1,140.0,379.0,87.0,93.0,320.0,199.0,52.5,59.0,2.7,0,Yes,Biryani
ORD12719,2023-10-29,October,10,Pune,Regular,Biryani,517.0,29.8,154.0,363.0,75.0,93.0,322.0,195.0,53.7,30.0,3.5,1,Yes,Biryani
ORD12720,2023-04-02,April,4,Kolkata,Regular,Pizza,365.0,22.0,80.0,285.0,40.0,66.0,186.0,179.0,62.8,37.0,3.9,1,Yes,Pizza
ORD12721,2023-12-21,December,12,Pune,Budget,South Indian,302.0,32.9,99.0,203.0,76.0,54.0,229.0,73.0,36.0,35.0,3.5,0,Yes,South Indian
ORD12722,2023-01-22,January,1,Mumbai,Premium,North Indian,997.0,12.3,123.0,874.0,88.0,179.0,390.0,607.0,69.5,45.0,3.8,1,Yes,North Indian
ORD12723,2023-02-07,February,2,Pune,Regular,Fast Food,447.0,25.9,116.0,331.0,68.0,80.0,264.0,183.0,55.3,40.0,3.8,1,Yes,Fast Food
ORD12724,2023-06-16,June,6,Kolkata,Premium,South Indian,573.0,30.5,175.0,398.0,41.0,103.0,319.0,254.0,63.8,35.0,3.7,1,Yes,South Indian
ORD12725,2023-09-25,September,9,Mumbai,Budget,North Indian,194.0,25.1,49.0,145.0,70.0,35.0,154.0,40.0,27.6,29.0,4.1,0,Yes,North Indian
ORD12726,2023-05-26,May,5,Bangalore,Budget,South Indian,245.0,20.5,50.0,195.0,43.0,44.0,137.0,108.0,55.4,35.0,3.9,0,Yes,South Indian
ORD12727,2023-03-15,March,3,Bangalore,Budget,Desserts,217.0,20.5,44.0,173.0,59.0,39.0,142.0,75.0,43.4,43.0,3.8,0,Yes,Desserts
ORD12728,2023-11-23,November,11,Surat,Budget,Desserts,164.0,36.8,60.0,104.0,50.0,30.0,140.0,24.0,23.1,33.0,3.8,0,Yes,Desserts
ORD12729,2023-03-08,March,3,Delhi,Regular,North Indian,446.0,18.5,82.0,364.0,64.0,80.0,226.0,220.0,60.4,34.0,3.7,0,Yes,North Indian
ORD12730,2023-05-28,May,5,Hyderabad,Budget,Biryani,348.0,19.1,67.0,281.0,37.0,63.0,167.0,181.0,64.4,60.0,3.3,0,Yes,Biryani
ORD12731,2023-12-29,December,12,Bangalore,Premium,Chinese,805.0,34.7,279.0,526.0,53.0,145.0,477.0,328.0,62.4,36.0,3.6,0,Yes,Chinese
ORD12732,2023-03-06,March,3,Hyderabad,Budget,South Indian,187.0,16.0,30.0,157.0,54.0,34.0,118.0,69.0,43.9,39.0,4.5,1,Yes,South Indian
ORD12733,2023-11-16,November,11,Kolkata,Budget,Pizza,180.0,26.4,48.0,132.0,53.0,32.0,133.0,47.0,35.6,45.0,3.2,0,Yes,Pizza
ORD12734,2023-08-01,August,8,Mumbai,Budget,Fast Food,291.0,24.4,71.0,220.0,72.0,52.0,195.0,96.0,43.6,20.0,4.3,1,Yes,Fast Food
ORD12735,2023-09-30,September,9,Hyderabad,Regular,North Indian,338.0,24.5,83.0,255.0,41.0,61.0,185.0,153.0,60.0,50.0,3.4,0,Yes,North Indian
ORD12736,2023-04-01,April,4,Bangalore,Budget,Desserts,305.0,26.3,80.0,225.0,87.0,55.0,222.0,83.0,36.9,37.0,4.1,0,Yes,Desserts
ORD12737,2023-10-15,October,10,Bangalore,Budget,Biryani,205.0,32.9,67.0,138.0,102.0,37.0,206.0,-1.0,-0.7,37.0,4.2,0,Yes,Biryani
ORD12738,2023-06-16,June,6,Delhi,Premium,North Indian,927.0,19.6,182.0,745.0,77.0,167.0,426.0,501.0,67.2,37.0,3.7,1,Yes,North Indian
ORD12739,2023-07-15,July,7,Chennai,Premium,Desserts,477.0,32.5,155.0,322.0,57.0,86.0,298.0,179.0,55.6,46.0,3.7,1,Yes,Desserts
ORD12740,2023-08-14,August,8,Hyderabad,Budget,Chinese,100.0,34.9,35.0,65.0,38.0,18.0,91.0,9.0,13.8,35.0,3.9,0,Yes,Chinese
ORD12741,2023-04-12,April,4,Mumbai,Regular,Fast Food,479.0,21.1,101.0,378.0,75.0,86.0,262.0,217.0,57.4,51.0,3.1,0,Yes,Fast Food
ORD12742,2023-01-15,January,1,Mumbai,Regular,Chinese,511.0,14.9,76.0,435.0,85.0,92.0,253.0,258.0,59.3,48.0,3.5,1,Yes,Chinese
ORD12743,2023-07-30,July,7,Pune,Regular,Fast Food,633.0,32.2,204.0,429.0,67.0,114.0,385.0,248.0,57.8,33.0,3.9,0,Yes,Fast Food
ORD12744,2023-11-24,November,11,Hyderabad,Regular,South Indian,525.0,29.5,155.0,370.0,48.0,94.0,297.0,228.0,61.6,54.0,3.7,0,Yes,South Indian
ORD12745,2023-12-01,December,12,Mumbai,Premium,Biryani,449.0,32.0,143.0,306.0,82.0,81.0,306.0,143.0,46.7,40.0,3.9,0,Yes,Biryani
ORD12746,2023-06-13,June,6,Chennai,Premium,Fast Food,942.0,25.8,243.0,699.0,57.0,170.0,470.0,472.0,67.5,59.0,3.4,1,Yes,Fast Food
ORD12747,2023-09-10,September,9,Delhi,Regular,Desserts,512.0,25.3,129.0,383.0,84.0,92.0,305.0,207.0,54.0,43.0,4.0,0,Yes,Desserts
ORD12748,2023-05-14,May,5,Delhi,Premium,Biryani,711.0,29.0,206.0,505.0,66.0,128.0,400.0,311.0,61.6,31.0,4.0,1,Yes,Biryani
ORD12749,2023-04-03,April,4,Jaipur,Regular,South Indian,483.0,27.9,135.0,348.0,63.0,87.0,285.0,198.0,56.9,50.0,3.5,0,Yes,South Indian
ORD12750,2023-04-06,April,4,Kolkata,Regular,North Indian,332.0,23.1,77.0,255.0,57.0,60.0,194.0,138.0,54.1,53.0,3.8,1,Yes,North Indian
ORD12751,2023-09-27,September,9,Mumbai,Budget,Desserts,315.0,35.7,112.0,203.0,75.0,57.0,244.0,71.0,35.0,40.0,3.4,0,Yes,Desserts
ORD12752,2023-03-12,March,3,Mumbai,Regular,Biryani,444.0,21.7,96.0,348.0,77.0,80.0,253.0,191.0,54.9,47.0,3.6,0,Yes,Biryani
ORD12753,2023-01-15,January,1,Ahmedabad,Budget,Chinese,242.0,22.2,54.0,188.0,36.0,44.0,134.0,108.0,57.4,51.0,3.6,0,Yes,Chinese
ORD12754,2023-01-28,January,1,Mumbai,Regular,Continental,433.0,18.2,79.0,354.0,67.0,78.0,224.0,209.0,59.0,31.0,4.4,1,Yes,Continental
ORD12755,2023-11-07,November,11,Kolkata,Budget,Desserts,283.0,37.2,105.0,178.0,30.0,51.0,186.0,97.0,54.5,50.0,3.9,0,Yes,Desserts
ORD12756,2023-06-28,June,6,Bangalore,Regular,Desserts,462.0,27.8,128.0,334.0,93.0,83.0,304.0,158.0,47.3,46.0,3.1,0,Yes,Desserts
ORD12757,2023-04-05,April,4,Hyderabad,Premium,Biryani,855.0,18.1,154.0,701.0,61.0,154.0,369.0,486.0,69.3,37.0,4.0,1,Yes,Biryani
ORD12758,2023-04-14,April,4,Ahmedabad,Regular,North Indian,283.0,14.8,42.0,241.0,63.0,51.0,156.0,127.0,52.7,33.0,3.4,0,Yes,North Indian
ORD12759,2023-10-21,October,10,Delhi,Budget,South Indian,243.0,36.3,88.0,155.0,78.0,44.0,210.0,33.0,21.3,46.0,3.3,0,Yes,South Indian
ORD12760,2023-04-18,April,4,Mumbai,Budget,Chinese,220.0,27.6,61.0,159.0,61.0,40.0,162.0,58.0,36.5,42.0,4.1,0,Yes,Chinese
ORD12761,2023-11-26,November,11,Ahmedabad,Budget,Chinese,250.0,33.7,84.0,166.0,61.0,45.0,190.0,60.0,36.1,57.0,3.2,0,Yes,Chinese
ORD12762,2023-12-06,December,12,Hyderabad,Regular,Biryani,431.0,26.9,116.0,315.0,90.0,78.0,284.0,147.0,46.7,57.0,2.8,1,Yes,Biryani
ORD12763,2023-01-30,January,1,Bangalore,Regular,Fast Food,489.0,19.2,94.0,395.0,69.0,88.0,251.0,238.0,60.3,52.0,3.2,1,Yes,Fast Food
ORD12764,2023-02-12,February,2,Mumbai,Regular,Desserts,366.0,14.7,54.0,312.0,68.0,66.0,188.0,178.0,57.1,39.0,4.1,0,Yes,Desserts
ORD12765,2023-07-23,July,7,Mumbai,Premium,Chinese,623.0,19.7,123.0,500.0,69.0,112.0,304.0,319.0,63.8,27.0,4.3,1,Yes,Chinese
ORD12766,2023-12-18,December,12,Mumbai,Budget,South Indian,326.0,40.4,132.0,194.0,73.0,59.0,264.0,62.0,32.0,42.0,3.9,0,Yes,South Indian
ORD12767,2023-01-28,January,1,Delhi,Regular,Chinese,597.0,11.7,70.0,527.0,78.0,107.0,255.0,342.0,64.9,37.0,3.1,0,Yes,Chinese
ORD12768,2023-07-26,July,7,Hyderabad,Budget,Continental,183.0,20.6,38.0,145.0,58.0,33.0,129.0,54.0,37.2,36.0,3.9,0,Yes,Continental
ORD12769,2023-08-17,August,8,Mumbai,Regular,North Indian,395.0,22.5,89.0,306.0,62.0,71.0,222.0,173.0,56.5,33.0,4.5,1,Yes,North Indian
ORD12770,2023-05-08,May,5,Hyderabad,Regular,Desserts,539.0,19.0,102.0,437.0,83.0,97.0,282.0,257.0,58.8,48.0,3.4,0,Yes,Desserts
ORD12771,2023-08-09,August,8,Hyderabad,Budget,Fast Food,329.0,26.2,86.0,243.0,57.0,59.0,202.0,127.0,52.3,45.0,3.6,1,Yes,Fast Food
ORD12772,2023-09-24,September,9,Mumbai,Budget,Pizza,100.0,23.6,24.0,76.0,102.0,18.0,144.0,-44.0,-57.9,49.0,3.7,0,Yes,Pizza
ORD12773,2023-01-12,January,1,Delhi,Budget,Pizza,246.0,21.8,54.0,192.0,74.0,44.0,172.0,74.0,38.5,38.0,4.0,0,Yes,Pizza
ORD12774,2023-01-05,January,1,Pune,Budget,Biryani,172.0,18.6,32.0,140.0,63.0,31.0,126.0,46.0,32.9,49.0,3.5,0,Yes,Biryani
ORD12775,2023-03-07,March,3,Mumbai,Regular,Continental,487.0,13.3,65.0,422.0,63.0,88.0,216.0,271.0,64.2,35.0,3.9,0,Yes,Continental
ORD12776,2023-07-14,July,7,Mumbai,Premium,Biryani,902.0,31.6,285.0,617.0,50.0,162.0,497.0,405.0,65.6,50.0,3.4,1,Yes,Biryani
ORD12777,2023-12-08,December,12,Hyderabad,Regular,Fast Food,431.0,35.0,151.0,280.0,37.0,78.0,266.0,165.0,58.9,34.0,4.2,1,Yes,Fast Food
ORD12778,2023-02-19,February,2,Chennai,Regular,North Indian,453.0,14.9,68.0,385.0,48.0,82.0,198.0,255.0,66.2,41.0,3.9,0,Yes,North Indian
ORD12779,2023-10-09,October,10,Mumbai,Budget,Biryani,276.0,28.4,78.0,198.0,77.0,50.0,205.0,71.0,35.9,55.0,3.9,0,Yes,Biryani
ORD12780,2023-01-14,January,1,Delhi,Premium,Fast Food,862.0,13.9,120.0,742.0,73.0,155.0,348.0,514.0,69.3,51.0,3.7,1,Yes,Fast Food
ORD12781,2023-09-04,September,9,Hyderabad,Budget,Chinese,314.0,36.0,113.0,201.0,70.0,57.0,240.0,74.0,36.8,33.0,3.4,0,Yes,Chinese
ORD12782,2023-10-13,October,10,Delhi,Budget,Fast Food,208.0,30.9,64.0,144.0,87.0,37.0,188.0,20.0,13.9,28.0,4.1,1,Yes,Fast Food
ORD12783,2023-08-09,August,8,Pune,Budget,South Indian,272.0,26.9,73.0,199.0,77.0,49.0,199.0,73.0,36.7,45.0,3.1,0,Yes,South Indian
ORD12784,2023-09-29,September,9,Delhi,Budget,Pizza,192.0,31.8,61.0,131.0,54.0,35.0,150.0,42.0,32.1,39.0,3.7,0,Yes,Pizza
ORD12785,2023-12-17,December,12,Delhi,Budget,Chinese,180.0,36.0,65.0,115.0,94.0,32.0,191.0,-11.0,-9.6,31.0,4.4,1,Yes,Chinese
ORD12786,2023-05-08,May,5,Hyderabad,Premium,North Indian,978.0,16.9,165.0,813.0,70.0,176.0,411.0,567.0,69.7,36.0,3.9,1,Yes,North Indian
ORD12787,2023-10-16,October,10,Delhi,Premium,Desserts,608.0,37.2,226.0,382.0,86.0,109.0,421.0,187.0,49.0,43.0,3.5,1,Yes,Desserts
ORD12788,2023-11-15,November,11,Delhi,Premium,Pizza,616.0,26.0,160.0,456.0,35.0,111.0,306.0,310.0,68.0,34.0,4.3,1,Yes,Pizza
ORD12789,2023-05-26,May,5,Hyderabad,Premium,Biryani,740.0,22.4,166.0,574.0,54.0,133.0,353.0,387.0,67.4,49.0,4.3,1,Yes,Biryani
ORD12790,2023-03-12,March,3,Delhi,Regular,South Indian,583.0,25.6,149.0,434.0,57.0,105.0,311.0,272.0,62.7,25.0,4.9,1,Yes,South Indian
ORD12791,2023-03-02,March,3,Bangalore,Budget,North Indian,386.0,25.0,96.0,290.0,72.0,69.0,237.0,149.0,51.4,31.0,4.2,0,Yes,North Indian
ORD12792,2023-10-11,October,10,Mumbai,Budget,Continental,244.0,26.9,66.0,178.0,76.0,44.0,186.0,58.0,32.6,53.0,3.7,0,Yes,Continental
ORD12793,2023-03-24,March,3,Delhi,Premium,Desserts,622.0,19.4,120.0,502.0,67.0,112.0,299.0,323.0,64.3,51.0,3.8,1,Yes,Desserts
ORD12794,2023-08-18,August,8,Mumbai,Budget,Biryani,266.0,22.1,59.0,207.0,92.0,48.0,199.0,67.0,32.4,41.0,3.8,0,Yes,Biryani
ORD12795,2023-12-27,December,12,Kolkata,Budget,Biryani,100.0,27.4,27.0,73.0,44.0,18.0,89.0,11.0,15.1,50.0,3.4,1,Yes,Biryani
ORD12796,2023-05-07,May,5,Bangalore,Regular,South Indian,403.0,16.8,68.0,335.0,53.0,73.0,194.0,209.0,62.4,54.0,3.7,0,Yes,South Indian
ORD12797,2023-07-04,July,7,Delhi,Premium,Pizza,924.0,33.5,310.0,614.0,46.0,166.0,522.0,402.0,65.5,42.0,3.6,0,Yes,Pizza
ORD12798,2023-03-31,March,3,Bangalore,Budget,Continental,233.0,14.7,34.0,199.0,60.0,42.0,136.0,97.0,48.7,40.0,4.1,1,Yes,Continental
ORD12799,2023-09-30,September,9,Mumbai,Regular,Biryani,259.0,34.9,90.0,169.0,105.0,47.0,242.0,17.0,10.1,49.0,3.6,0,Yes,Biryani
ORD12800,2023-09-12,September,9,Bangalore,Regular,Pizza,541.0,22.4,121.0,420.0,47.0,97.0,265.0,276.0,65.7,37.0,3.7,1,Yes,Pizza
ORD12801,2023-11-07,November,11,Mumbai,Budget,Fast Food,332.0,31.0,103.0,229.0,77.0,60.0,240.0,92.0,40.2,49.0,3.4,0,Yes,Fast Food
